age,income,employment_years,credit_score,loan_amount,debt_to_income,existing_loans,home_ownership,loan_purpose,Default
32,75011.65,6.4,539.0,12075.95,0.216,1,MORTGAGE,home_improvement,1
47,41587.6,0.4,506.0,13789.61,0.319,1,MORTGAGE,home_improvement,0
58,82849.31,1.2,472.0,3833.69,-0.021,2,RENT,home_improvement,1
38,49999.07,0.0,609.0,19730.79,0.425,0,MORTGAGE,home_improvement,0
65,60773.87,6.3,626.0,9208.08,0.18,3,MORTGAGE,debt_consolidation,1
59,60206.44,2.1,599.0,13436.88,0.227,2,OWN,medical,0
33,52313.83,7.7,749.0,11384.41,0.205,3,RENT,education,0
60,71216.17,2.1,748.0,8685.29,0.17,1,OWN,business,0
50,70869.77,8.6,623.0,14943.64,0.162,1,RENT,home_improvement,0
69,20029.36,0.7,506.0,13275.12,0.624,0,OWN,home_improvement,1
61,81086.8,1.0,605.0,12025.14,0.098,0,RENT,medical,0
33,21750.16,2.1,602.0,9172.31,0.426,2,OWN,medical,1
54,75650.92,,597.0,17556.2,0.178,1,RENT,debt_consolidation,0
56,77534.1,2.1,594.0,28228.94,0.33,0,RENT,debt_consolidation,0
50,33180.67,7.2,598.0,16119.1,0.451,2,OWN,debt_consolidation,0
45,46783.71,0.5,619.0,22968.95,0.478,1,OWN,business,1
22,32885.91,2.2,599.0,3878.22,0.044,1,OWN,debt_consolidation,0
56,50701.58,9.1,667.0,16262.09,0.325,0,RENT,home_improvement,0
38,48839.31,0.3,679.0,6221.05,0.19,2,MORTGAGE,debt_consolidation,0
25,70593.21,14.3,577.0,3184.6,0.052,1,OWN,business,0
39,81206.17,21.5,752.0,9085.03,0.189,1,RENT,debt_consolidation,0
62,82913.68,0.5,572.0,24535.19,0.363,2,OWN,debt_consolidation,0
38,43756.64,1.7,521.0,22600.13,0.555,3,OWN,home_improvement,1
52,50815.56,2.3,680.0,16944.04,0.337,1,RENT,home_improvement,0
41,21331.24,7.5,585.0,2738.4,0.129,1,OWN,home_improvement,0
30,38882.6,4.5,676.0,13429.75,0.384,0,MORTGAGE,debt_consolidation,1
57,74297.03,5.2,458.0,17413.6,0.215,2,MORTGAGE,home_improvement,1
69,87311.66,7.1,761.0,16404.29,0.094,2,RENT,medical,0
42,30313.02,0.6,704.0,1000.0,0.058,0,MORTGAGE,education,1
33,43150.71,9.0,530.0,7877.46,0.126,1,RENT,education,1
37,54471.88,6.1,532.0,14487.38,0.218,2,MORTGAGE,home_improvement,1
29,60603.22,4.3,784.0,19290.33,0.318,0,RENT,business,0
44,38807.93,11.0,591.0,1000.0,0.021,2,OWN,home_improvement,1
64,63481.22,6.0,583.0,13703.01,0.145,3,OWN,home_improvement,0
34,45523.21,1.1,469.0,16144.39,0.363,0,RENT,debt_consolidation,1
66,54710.95,2.8,622.0,21796.9,0.447,2,MORTGAGE,business,0
28,65925.68,3.4,632.0,20542.86,0.255,1,OWN,home_improvement,1
57,55128.45,0.3,707.0,19660.57,0.42,4,RENT,medical,0
39,46272.28,15.5,538.0,8600.48,0.108,1,OWN,education,0
48,52807.8,0.7,528.0,1000.0,0.125,2,OWN,medical,0
66,53232.74,6.0,686.0,11855.58,0.202,0,RENT,medical,0
61,47599.78,3.5,731.0,23013.05,0.491,1,MORTGAGE,medical,0
50,49824.08,0.1,524.0,26147.64,0.43,0,MORTGAGE,business,1
27,86972.94,12.9,737.0,20684.39,0.235,3,RENT,business,0
46,66218.39,9.5,653.0,18434.73,0.29,1,OWN,business,1
60,49090.39,3.7,737.0,18037.12,0.363,1,RENT,education,0
66,68939.09,1.3,644.0,10551.05,0.125,2,MORTGAGE,debt_consolidation,0
66,48323.61,0.6,448.0,13959.52,0.242,0,MORTGAGE,home_improvement,0
31,78462.49,,638.0,28352.56,0.418,3,RENT,home_improvement,0
34,62392.84,1.5,735.0,7459.54,0.121,0,MORTGAGE,debt_consolidation,0
41,52853.96,3.5,579.0,27918.23,0.605,2,OWN,home_improvement,1
28,63954.34,17.0,619.0,12423.77,0.168,1,RENT,medical,1
23,23582.48,4.3,636.0,25603.46,1.064,2,MORTGAGE,education,1
48,32464.65,11.0,418.0,3745.48,0.156,2,OWN,home_improvement,0
49,31121.5,5.3,,19687.23,0.551,1,OWN,education,0
43,57858.86,3.2,578.0,9105.84,0.097,0,MORTGAGE,debt_consolidation,1
38,89650.3,9.6,690.0,3677.86,0.096,2,RENT,home_improvement,0
55,99626.0,3.2,643.0,16748.27,0.11,0,RENT,education,0
33,67761.02,10.1,751.0,23075.77,0.25,1,MORTGAGE,medical,0
32,65016.89,1.7,682.0,8240.47,0.22,0,MORTGAGE,medical,0
67,18978.85,0.7,631.0,3007.87,0.089,1,MORTGAGE,debt_consolidation,0
25,44146.52,9.7,,14265.24,0.332,0,RENT,business,0
59,39244.32,4.4,714.0,14300.52,0.368,1,OWN,home_improvement,0
31,42583.05,11.0,500.0,19386.56,0.315,0,MORTGAGE,medical,1
31,51637.12,13.9,702.0,22596.76,0.424,1,RENT,medical,0
67,45558.19,0.3,562.0,14524.68,0.341,1,RENT,debt_consolidation,0
62,15414.0,,750.0,29844.03,1.954,0,OWN,medical,1
67,69958.21,2.3,663.0,16793.88,0.285,2,RENT,home_improvement,0
51,33545.14,4.9,,12228.59,0.345,1,RENT,debt_consolidation,0
51,59784.94,7.9,657.0,2107.46,0.071,1,MORTGAGE,education,1
33,96481.65,1.6,510.0,12898.72,0.099,2,MORTGAGE,debt_consolidation,1
34,36612.31,,581.0,12308.9,0.266,2,OWN,home_improvement,0
69,15000.0,6.2,704.0,22682.44,1.447,0,MORTGAGE,home_improvement,1
65,49279.92,0.7,663.0,18699.87,0.306,3,MORTGAGE,education,0
62,77019.19,8.4,744.0,5565.05,0.123,1,MORTGAGE,debt_consolidation,1
45,94166.95,4.7,682.0,16378.04,0.098,0,RENT,home_improvement,0
53,30409.01,14.9,573.0,20372.25,0.684,1,RENT,home_improvement,0
53,64933.98,2.1,586.0,27224.25,0.406,0,RENT,education,0
35,45693.79,0.6,658.0,22100.03,0.479,0,RENT,business,0
36,52881.03,3.5,465.0,21086.77,0.467,0,RENT,debt_consolidation,0
64,107886.87,0.4,784.0,15480.69,0.122,0,RENT,home_improvement,0
58,24940.59,17.5,685.0,18106.5,0.757,1,RENT,medical,0
26,60074.79,0.2,748.0,24996.04,0.418,0,RENT,education,1
64,64353.86,7.0,524.0,4337.78,0.06,2,OWN,business,0
45,76715.73,3.7,,12204.49,0.274,2,RENT,business,0
35,56959.66,2.3,829.0,8819.45,0.083,1,MORTGAGE,education,0
24,61161.01,,544.0,18033.22,0.359,1,RENT,business,0
24,47167.03,4.9,712.0,24841.78,0.559,2,MORTGAGE,home_improvement,0
50,60382.54,4.4,650.0,10224.21,0.145,0,MORTGAGE,business,0
54,48136.15,1.6,526.0,1000.0,0.102,2,MORTGAGE,debt_consolidation,0
47,67431.44,12.1,689.0,11702.23,0.081,1,MORTGAGE,medical,0
51,47607.79,1.8,717.0,22307.79,0.442,0,MORTGAGE,home_improvement,0
52,62542.01,3.0,602.0,19301.04,0.248,1,RENT,education,0
64,54414.74,3.9,743.0,18425.49,0.359,0,MORTGAGE,medical,0
59,77521.01,0.5,517.0,12760.05,0.109,0,MORTGAGE,home_improvement,0
29,53972.13,13.5,530.0,4767.75,0.11,1,MORTGAGE,medical,0
61,19539.35,2.3,661.0,19122.35,0.969,1,RENT,business,1
28,80238.43,0.4,652.0,8325.75,0.08,1,OWN,education,0
34,36885.35,2.4,593.0,32472.77,0.9,1,MORTGAGE,education,1
53,41924.67,4.6,715.0,19564.06,0.453,1,OWN,debt_consolidation,0
43,43086.77,3.6,692.0,10354.81,0.186,0,MORTGAGE,business,0
41,82488.76,5.9,719.0,10108.92,0.263,1,RENT,debt_consolidation,0
32,15000.0,0.3,640.0,14256.45,0.926,0,RENT,debt_consolidation,0
22,117754.97,1.7,698.0,13083.98,0.0,1,OWN,business,1
33,76121.14,8.6,614.0,23934.67,0.272,0,RENT,home_improvement,0
24,59464.78,0.4,814.0,16491.33,0.214,0,RENT,debt_consolidation,0
40,53902.12,9.7,585.0,9146.95,0.211,0,RENT,medical,0
68,60711.08,0.5,818.0,30123.53,0.512,1,RENT,home_improvement,0
34,65422.45,9.0,653.0,15394.47,0.255,0,OWN,business,0
50,67904.31,2.2,540.0,21150.72,0.293,0,RENT,education,0
49,66112.09,4.7,759.0,10134.19,0.139,2,MORTGAGE,home_improvement,0
28,56791.61,,660.0,17904.93,0.297,1,MORTGAGE,debt_consolidation,0
32,51053.23,0.3,718.0,17488.88,0.339,3,MORTGAGE,medical,0
61,51974.53,1.2,748.0,1000.0,0.061,1,RENT,business,0
58,51101.83,0.7,677.0,31122.2,0.626,1,OWN,education,0
46,77675.4,1.9,603.0,25325.16,0.351,3,OWN,medical,1
22,66871.13,3.6,728.0,11822.44,0.202,0,MORTGAGE,education,0
60,15000.0,4.4,650.0,6181.84,0.456,3,MORTGAGE,business,1
34,68118.02,7.8,705.0,17780.49,0.275,2,OWN,home_improvement,0
26,58894.72,5.3,478.0,15693.58,0.284,0,MORTGAGE,debt_consolidation,1
62,54625.82,4.7,686.0,17845.35,0.386,0,RENT,business,0
60,47229.63,2.7,599.0,16532.62,0.317,1,RENT,medical,0
51,77482.25,3.2,782.0,19049.93,0.203,0,MORTGAGE,home_improvement,0
37,73950.53,2.7,700.0,26578.45,0.3,0,RENT,education,0
45,39542.45,9.2,,19544.83,0.503,1,RENT,home_improvement,0
52,63141.05,1.3,689.0,6602.76,0.012,0,MORTGAGE,home_improvement,0
32,35566.87,0.0,570.0,25900.5,0.751,2,RENT,medical,1
69,27407.64,5.3,780.0,28124.92,1.021,2,OWN,debt_consolidation,1
33,42465.66,1.1,809.0,40216.45,1.004,0,MORTGAGE,home_improvement,0
39,72247.87,11.0,681.0,6012.05,0.05,1,RENT,home_improvement,0
64,74062.5,9.8,777.0,16943.06,0.219,0,RENT,debt_consolidation,0
68,65261.71,0.4,604.0,1000.0,0.071,2,RENT,debt_consolidation,0
45,69501.92,0.6,586.0,19425.19,0.349,0,RENT,education,0
51,65323.57,3.4,653.0,10614.4,0.128,1,RENT,education,0
57,42170.37,4.7,685.0,30387.57,0.73,3,RENT,debt_consolidation,1
45,63638.45,1.6,618.0,8803.08,0.153,3,OWN,business,0
36,71008.19,6.3,693.0,1486.54,0.04,1,RENT,debt_consolidation,0
58,70085.83,4.5,675.0,11229.89,0.147,2,MORTGAGE,education,0
63,78778.27,2.0,570.0,1000.0,0.077,0,MORTGAGE,medical,0
69,69166.08,0.1,692.0,21008.8,0.209,2,MORTGAGE,medical,0
43,62028.96,6.9,,1000.0,-0.005,2,OWN,home_improvement,0
34,76403.0,1.2,664.0,15227.66,0.222,1,RENT,medical,0
26,54469.57,9.0,742.0,1000.0,0.041,1,MORTGAGE,education,0
45,37362.51,2.7,553.0,12437.62,0.401,0,RENT,medical,0
43,51738.66,4.3,687.0,28147.03,0.604,2,RENT,business,1
63,40101.95,10.3,556.0,17885.18,0.432,0,MORTGAGE,debt_consolidation,0
